	LE6	LE7	LE8	LE9	LE10	LE11	LE12	LE13	LE14	LE15	LP1	LP2	LP3	LP4	LP5	LP6	LP7	LP8	LP9	LP10	LP11	LP12	LP13	LP14	LP15
	E14.5	E14.5	E14.5	E14.5	E14.5	E17.5	E17.5	E17.5	E17.5	E17.5	P0	P0	P0	P0	P0	P1	P1	P1	P1	P7	P7	P7	P21	P21	P21
CL68:6(16:1)	0.00013734	0.000142995	0.00018686	0.000188915	0.000161772	0.000725135	0.000521091	0.000597292	0.000463079	0.000546703	0.000446322	0.000453162	0.000542932	0.000304172	0.000467445	0.000241337	0.0003894	0.000355522	0.000354038	0.000176597	0.000180607	0.000193426	0.00011598	0.000129372	0.000110749
CL68:5(16:1)	0.000484942	0.000506584	0.000650587	0.000644425	0.000485838	0.001332227	0.001007822	0.001124727	0.000810554	0.000932568	0.000511957	0.000523736	0.000616815	0.000356242	0.00059295	0.000182694	0.000347127	0.000320236	0.000305191	0.000173677	0.000164331	0.000194125	7.41E-05	7.22E-05	9.07E-05
CL68:5(18:2)	0.000313605	0.000326516	0.000442145	0.000397109	0.000359539	0.000821616	0.000621895	0.000708423	0.000501546	0.000591978	0.000352584	0.000328341	0.000399372	0.000235687	0.000373993	0.000149245	0.000249689	0.00022631	0.000232093	0.000231939	0.000251443	0.000258201	0.000141527	0.000160832	0.00015461
CL70:8(16:1)	3.72E-05	4.18E-05	4.99E-05	5.40E-05	4.12E-05	9.56E-05	7.33E-05	8.44E-05	5.86E-05	6.89E-05	6.66E-05	6.60E-05	7.33E-05	4.51E-05	5.80E-05	2.50E-05	4.45E-05	3.60E-05	4.03E-05	3.81E-05	3.65E-05	4.72E-05	2.07E-05	2.99E-05	2.26E-05
CL70:7(16:1)	0.000201831	0.000215383	0.000220885	0.000271465	0.000222306	0.000514469	0.000374148	0.000427464	0.000303374	0.000391306	0.000301802	0.000323183	0.000383215	0.000220777	0.000323622	0.000288287	0.000326999	0.000317521	0.00031855	0.000296553	0.000295638	0.000328976	0.000212924	0.000245011	0.000230535
CL70:7(20:4)	2.06E-05	2.71E-05	2.58E-05	3.53E-05	2.47E-05	2.66E-05	1.98E-05	2.77E-05	1.93E-05	1.83E-05	1.27E-05	1.60E-05	1.36E-05	1.19E-05	1.18E-05	5.39E-06	1.09E-05	8.09E-06	1.20E-05	1.44E-05	1.61E-05	1.66E-05	9.68E-06	1.20E-05	1.21E-05
CL70:6(16:1)	0.00048179	0.000535879	0.000576819	0.000628079	0.000530883	0.001075319	0.000720242	0.000948448	0.000624383	0.000800934	0.000434265	0.000448743	0.00056074	0.000308711	0.000515077	0.000290161	0.000405546	0.000382161	0.000365246	0.000394176	0.000380364	0.000446178	0.000198258	0.000205691	0.000205618
CL70:6(18:2)	0.000929596	0.001003675	0.00111139	0.001168572	0.00105192	0.002108823	0.001552823	0.001700149	0.001247653	0.001527853	0.000897876	0.000929385	0.001113779	0.000623911	0.000934537	0.000656843	0.000913716	0.000795334	0.000851716	0.00087978	0.00093749	0.000979282	0.00051692	0.000567805	0.000530312
CL70:5(16:1)	0.001345177	0.001565863	0.001699919	0.001739247	0.001624576	0.001997711	0.001571854	0.001727548	0.001176505	0.00147271	0.000712691	0.000713066	0.000834015	0.000488471	0.000760071	0.000327862	0.000500468	0.000431496	0.000429828	0.000480257	0.000452682	0.000514925	0.000189145	0.000230111	0.000210496
CL70:5(18:2)	0.000942085	0.001044394	0.001102591	0.001157017	0.001043028	0.001221863	0.000956973	0.001079478	0.000768921	0.000931998	0.000454977	0.000453391	0.000534435	0.000313253	0.000454637	0.000242693	0.000357188	0.000324908	0.000327475	0.000494544	0.000489963	0.000445628	0.000220913	0.000259855	0.000241478
CL70:4(16:1)	0.000305889	0.000373798	0.000379004	0.000372654	0.000360694	0.000346945	0.000261438	0.000319607	0.000194511	0.000249303	0.000115814	0.000117818	0.000138274	7.83E-05	0.000113275	4.28E-05	6.72E-05	6.87E-05	6.66E-05	5.86E-05	6.07E-05	7.15E-05	2.89E-05	2.45E-05	3.28E-05
CL70:4(18:2)	0.00035088	0.000468958	0.000478765	0.000474164	0.000412336	0.000323271	0.000278507	0.00031166	0.000206779	0.000251133	0.000111465	0.000102281	0.000123547	7.78E-05	0.000109991	6.65E-05	9.30E-05	7.87E-05	8.26E-05	0.000204127	0.000221712	0.000194309	9.50E-05	0.00010587	0.000100493
CL72:10(18:2)	1.19E-05	2.09E-05	1.23E-05	1.92E-05	1.01E-05	2.34E-05	1.57E-05	1.92E-05	1.47E-05	1.73E-05	1.42E-05	1.38E-05	1.83E-05	1.26E-05	1.44E-05	9.78E-06	1.43E-05	1.39E-05	1.27E-05	2.82E-05	2.55E-05	3.13E-05	2.40E-05	2.03E-05	2.62E-05
CL72:9(16:1)	6.68E-05	7.27E-05	7.74E-05	8.81E-05	7.63E-05	0.000163204	0.000112333	0.000161522	0.000125735	0.000152933	0.00039656	0.000331501	0.000479494	0.000300027	0.000374565	0.000123786	0.000188232	0.000153329	0.000213759	0.000193235	0.000201507	0.000226753	0.000244449	0.000274757	0.000203372
CL72:9(18:2)	0.000119885	8.99E-05	0.00012691	0.000133411	0.000120444	0.000190108	0.000143325	0.00017569	0.000136161	0.000163701	0.000118437	0.000139082	0.0001561	8.68E-05	0.000120939	8.15E-05	0.000100765	0.000106412	9.97E-05	0.000205199	0.000192499	0.00021436	0.000167204	0.000188456	0.000190602
CL72:9(20:3)	3.76E-06	4.38E-06	9.00E-07	1.79E-06	3.44E-06	3.11E-06	2.24E-06	2.08E-06	2.94E-06	2.85E-06	2.78E-06	2.12E-06	2.84E-06	1.60E-06	1.34E-06	1.11E-06	1.95E-06	1.58E-06	3.50E-06	3.95E-06	3.31E-06	4.86E-06	6.41E-06	6.58E-06	3.09E-06
CL72:8(16:1)	0.000142498	0.000134676	0.000168036	0.000168759	0.000144561	0.000233374	0.000170722	0.000197251	0.00016341	0.000192479	0.000175876	0.000159374	0.000193778	0.000112227	0.000168441	7.73E-05	0.000117045	0.000107979	0.000106848	0.000164763	0.000158017	0.00015829	0.000107508	0.00010846	0.000107451
CL72:8(18:2)	0.00078622	0.000574001	0.000795724	0.000741003	0.000759949	0.001258364	0.000922842	0.001028737	0.000905978	0.00116271	0.000742752	0.000756005	0.000996153	0.000551035	0.000840573	0.001307906	0.001050395	0.00128592	0.0011399	0.00250573	0.002536144	0.002484599	0.00314391	0.003471209	0.003136003
CL72:8(20:3)	3.39E-05	2.56E-05	2.58E-05	2.79E-05	3.14E-05	6.53E-05	4.38E-05	6.06E-05	4.31E-05	5.30E-05	4.03E-05	4.18E-05	5.87E-05	3.41E-05	4.45E-05	3.15E-05	4.95E-05	4.23E-05	4.04E-05	7.06E-05	5.99E-05	8.06E-05	5.49E-05	5.68E-05	4.82E-05
CL72:7(16:1)	0.000138737	0.000169053	0.000160232	0.000149543	0.000157746	0.000212971	0.000148709	0.000185889	0.000135967	0.000156541	0.000117375	0.00011444	0.000142722	5.74E-05	9.78E-05	6.27E-05	8.21E-05	7.65E-05	7.80E-05	0.000154637	0.000149438	0.00017295	0.000109612	0.000125787	0.000122447
CL72:7(18:2)	0.001757323	0.001480651	0.001811647	0.001789863	0.001740151	0.002354928	0.001764737	0.002058812	0.001596558	0.002071944	0.001094216	0.001199319	0.001515225	0.000773265	0.00133516	0.001392562	0.001340122	0.001460638	0.001432951	0.003424404	0.003549116	0.003601216	0.002786309	0.003176353	0.002817693
CL72:7(20:4)	5.27E-05	5.69E-05	7.14E-05	6.40E-05	5.91E-05	4.50E-05	3.87E-05	4.58E-05	3.41E-05	3.82E-05	2.97E-05	2.37E-05	2.85E-05	1.58E-05	2.69E-05	1.26E-05	1.99E-05	1.79E-05	1.40E-05	3.76E-05	4.84E-05	4.24E-05	2.32E-05	2.74E-05	2.29E-05
CL72:7(20:3)	6.83E-05	7.27E-05	5.64E-05	7.35E-05	6.09E-05	0.000103973	7.57E-05	8.68E-05	7.40E-05	8.53E-05	5.99E-05	6.10E-05	6.42E-05	3.93E-05	5.55E-05	2.55E-05	4.68E-05	4.26E-05	4.89E-05	7.90E-05	7.06E-05	8.49E-05	5.08E-05	5.43E-05	6.46E-05
CL72:6(16:1)	0.000126622	0.000141747	0.000153027	0.000162869	0.000136441	0.000116213	9.71E-05	0.000113148	8.50E-05	0.00010297	4.84E-05	5.72E-05	7.43E-05	3.71E-05	5.65E-05	2.64E-05	3.63E-05	3.87E-05	3.92E-05	8.79E-05	9.46E-05	9.87E-05	6.14E-05	7.89E-05	7.42E-05
CL72:6(18:2)	0.001799263	0.001792611	0.001933116	0.002110277	0.001994344	0.001997426	0.001555782	0.001755932	0.001383064	0.001658531	0.000764412	0.000812131	0.001091523	0.000593817	0.000923011	0.000666378	0.000789389	0.000800797	0.000803966	0.00209738	0.002069603	0.002192756	0.001252814	0.001359751	0.001286227
CL74:11(16:1)	1.99E-05	2.42E-05	3.17E-05	2.92E-05	1.86E-05	4.52E-05	3.20E-05	3.98E-05	3.35E-05	3.92E-05	7.25E-05	6.35E-05	8.82E-05	4.76E-05	6.20E-05	3.18E-05	4.79E-05	4.55E-05	5.16E-05	5.64E-05	4.43E-05	5.61E-05	4.73E-05	5.20E-05	3.92E-05
CL74:11(18:2)	3.93E-05	3.55E-05	4.94E-05	6.30E-05	4.16E-05	6.24E-05	4.38E-05	5.30E-05	4.51E-05	5.48E-05	4.07E-05	4.07E-05	4.91E-05	3.18E-05	4.66E-05	3.86E-05	4.54E-05	4.50E-05	4.38E-05	9.72E-05	8.99E-05	9.63E-05	6.41E-05	8.29E-05	7.54E-05
CL74:10(16:1)	4.01E-05	4.33E-05	5.13E-05	6.94E-05	5.45E-05	6.41E-05	5.12E-05	5.74E-05	4.48E-05	6.52E-05	5.26E-05	4.62E-05	6.64E-05	3.39E-05	4.44E-05	2.12E-05	3.44E-05	3.40E-05	4.15E-05	6.43E-05	4.96E-05	5.77E-05	3.96E-05	5.26E-05	4.91E-05
CL74:10(18:2)	0.00028013	0.000195501	0.000250315	0.000274286	0.000269687	0.000367428	0.000260583	0.000346846	0.000251641	0.00032679	0.000217261	0.000201968	0.000287398	0.000167877	0.000239268	0.00020851	0.000227619	0.000251937	0.000233643	0.000928225	0.000939043	0.001058956	0.00085015	0.001019841	0.000969788
CL74:10(20:4)	4.89E-05	4.19E-05	6.02E-05	6.43E-05	6.56E-05	8.56E-05	5.72E-05	8.25E-05	5.04E-05	8.19E-05	5.06E-05	4.22E-05	6.75E-05	4.00E-05	4.12E-05	4.56E-05	5.49E-05	5.14E-05	5.36E-05	0.000195021	0.000193782	0.000198525	0.000182439	0.000210268	0.000176947
CL74:9(16:1)	6.27E-05	5.05E-05	6.08E-05	6.03E-05	4.70E-05	6.76E-05	5.20E-05	6.30E-05	4.67E-05	5.31E-05	3.44E-05	3.91E-05	5.48E-05	2.66E-05	4.19E-05	1.88E-05	2.97E-05	2.52E-05	3.07E-05	6.25E-05	6.21E-05	6.69E-05	4.68E-05	4.62E-05	4.59E-05
CL74:9(18:2)	0.000619746	0.000486814	0.000578802	0.000644745	0.000696881	0.000729664	0.000546253	0.000641518	0.000528189	0.000635278	0.000430917	0.000394444	0.000602268	0.000323136	0.000487535	0.000390316	0.000445352	0.000447693	0.000439221	0.001754465	0.001745636	0.001774916	0.001566225	0.001662658	0.001583283
CL74:9(20:4)	0.000134315	0.000110163	0.000153615	0.000158964	0.000149586	0.000148031	0.000112451	0.000140223	0.000107934	0.000137914	9.80E-05	7.57E-05	0.000115047	6.52E-05	9.19E-05	6.20E-05	8.16E-05	7.34E-05	7.51E-05	0.000298681	0.00032029	0.000330225	0.000194143	0.00020273	0.000193316
CL74:9(20:3)	6.86E-05	3.52E-05	3.80E-05	5.11E-05	6.11E-05	7.36E-05	5.20E-05	5.59E-05	5.62E-05	6.33E-05	5.60E-05	5.95E-05	7.04E-05	4.51E-05	6.00E-05	6.61E-05	7.15E-05	7.51E-05	6.70E-05	0.000248455	0.000250348	0.000240982	0.000320881	0.000342448	0.000297225
CL74:8(16:1)	3.64E-05	5.01E-05	5.19E-05	4.73E-05	4.21E-05	3.97E-05	3.36E-05	4.40E-05	2.81E-05	3.54E-05	2.44E-05	2.72E-05	3.05E-05	1.78E-05	2.75E-05	1.09E-05	2.05E-05	1.68E-05	1.54E-05	3.97E-05	3.70E-05	4.23E-05	3.74E-05	3.87E-05	2.63E-05
CL74:8(18:2)	0.000640039	0.000522677	0.000625618	0.000639126	0.000715963	0.000644491	0.00044215	0.000571256	0.000445488	0.000553938	0.000349033	0.00032399	0.000455056	0.000265274	0.00037029	0.000328369	0.000348213	0.000383113	0.000358555	0.001691387	0.001740255	0.00180081	0.001849687	0.0019879	0.001816748
CL74:8(20:4)	0.000102473	9.91E-05	0.000129836	0.000127569	0.000127771	9.88E-05	8.04E-05	0.000104284	6.64E-05	0.000101698	5.29E-05	4.79E-05	7.17E-05	3.97E-05	5.49E-05	4.52E-05	5.38E-05	5.26E-05	6.00E-05	0.000154512	0.00017851	0.000177587	8.03E-05	9.62E-05	9.52E-05
CL74:8(20:3)	0.000139949	6.86E-05	0.000104817	0.000113236	0.0001359	0.000129479	0.000105347	0.000120657	0.000101095	0.000118861	8.84E-05	7.38E-05	0.000114862	7.16E-05	7.84E-05	6.80E-05	9.29E-05	9.29E-05	9.41E-05	0.000321474	0.000337121	0.000358155	0.000296017	0.00033777	0.000320963
CL74:7(18:2)	0.000545135	0.000481682	0.000566721	0.000540702	0.000543217	0.000375398	0.000291966	0.000342576	0.000248722	0.00035105	0.000168088	0.000156119	0.000229002	0.00012958	0.000198348	0.000181815	0.000182123	0.000205619	0.000197979	0.001146608	0.001115939	0.001146644	0.001052676	0.001166146	0.001108794
CL74:7(20:3)	8.91E-05	7.07E-05	8.52E-05	8.38E-05	9.68E-05	8.58E-05	5.94E-05	8.18E-05	5.87E-05	6.21E-05	5.35E-05	4.98E-05	6.27E-05	3.89E-05	4.50E-05	3.03E-05	4.88E-05	4.71E-05	4.75E-05	0.000158145	0.000147057	0.00017482	0.000134484	0.000143897	0.000138369
CL74:6(20:3)	3.22E-05	2.42E-05	3.39E-05	3.43E-05	3.31E-05	2.95E-05	2.16E-05	2.44E-05	1.55E-05	3.05E-05	1.79E-05	1.50E-05	2.01E-05	1.43E-05	1.65E-05	1.15E-05	1.91E-05	1.57E-05	2.23E-05	4.02E-05	4.26E-05	5.26E-05	3.52E-05	4.28E-05	3.47E-05
CL76:12(18:2)	0.000101205	9.13E-05	0.000106383	0.000136195	0.00012539	0.000402798	0.000215749	0.000383677	0.000339596	0.000419475	0.001144625	0.000969788	0.001232252	0.000752198	0.000950017	0.001130011	0.001610612	0.001236356	0.001571448	0.002689936	0.002428029	0.002833764	0.00436029	0.005306127	0.003982435
CL76:12(20:4)	1.80E-05	1.49E-05	1.71E-05	2.08E-05	2.11E-05	2.81E-05	1.59E-05	1.98E-05	2.00E-05	2.37E-05	2.37E-05	2.42E-05	2.54E-05	1.39E-05	2.53E-05	2.75E-05	2.28E-05	2.90E-05	2.70E-05	0.00012385	0.000123485	0.000137394	0.000111987	0.000128824	0.000141817
CL76:11(18:2)	0.000147051	0.000109447	0.000155828	0.000162716	0.000148722	0.000207278	0.000140358	0.000185404	0.000158167	0.000198594	0.000251985	0.000214447	0.000290174	0.000169335	0.000234989	0.000260396	0.000319603	0.000276328	0.000341364	0.000860847	0.000837536	0.000962775	0.001087473	0.001251182	0.001058501
CL76:11(20:3)	1.65E-05	9.24E-06	1.23E-05	1.62E-05	1.20E-05	1.63E-05	1.53E-05	1.44E-05	1.22E-05	1.79E-05	1.37E-05	1.65E-05	2.06E-05	9.81E-06	1.26E-05	1.09E-05	2.08E-05	1.67E-05	1.59E-05	9.27E-05	8.40E-05	9.32E-05	9.57E-05	0.000117903	0.000116199
CL76:10(18:2)	0.0001657	0.000130069	0.000168499	0.000183019	0.000185945	0.000171526	0.000106436	0.0001368	0.000124884	0.000155637	0.000118955	0.000108159	0.000158924	7.68E-05	0.000127791	0.00011695	0.000136628	0.00012588	0.000124304	0.000676247	0.000628373	0.000731042	0.000608552	0.000717869	0.000618911
CL76:10(20:4)	3.49E-05	2.52E-05	4.02E-05	3.38E-05	4.14E-05	3.41E-05	2.55E-05	2.51E-05	2.25E-05	2.58E-05	2.58E-05	2.55E-05	3.06E-05	1.66E-05	2.91E-05	2.65E-05	3.27E-05	2.68E-05	2.64E-05	0.000120203	0.000118394	0.000148391	0.000128065	0.00012305	0.000107246
CL76:10(20:3)	3.45E-05	1.42E-05	2.06E-05	2.40E-05	3.16E-05	3.06E-05	1.99E-05	2.56E-05	1.26E-05	2.01E-05	3.02E-05	2.39E-05	2.68E-05	1.93E-05	1.99E-05	1.79E-05	2.70E-05	2.55E-05	2.16E-05	0.000136543	0.000121546	0.000128585	0.000169734	0.000177879	0.000150944
CL76:9(18:2)	0.000146441	0.000125092	0.000149165	0.000163547	0.000162202	0.000123048	8.01E-05	9.89E-05	8.43E-05	0.000119063	6.19E-05	7.00E-05	9.07E-05	4.76E-05	7.48E-05	5.92E-05	5.98E-05	6.94E-05	7.24E-05	0.000446364	0.00041874	0.000443719	0.000398022	0.000455037	0.000411666
CL76:9(20:4)	4.06E-05	5.76E-05	7.85E-05	9.35E-05	7.31E-05	9.54E-05	5.47E-05	7.33E-05	5.54E-05	9.61E-05	5.95E-05	4.56E-05	6.80E-05	3.62E-05	6.47E-05	4.69E-05	3.99E-05	3.58E-05	4.45E-05	0.000149619	0.000151457	0.000174868	0.00012705	0.00014432	0.000140281
CL76:9(20:3)	4.06E-05	2.59E-05	2.44E-05	3.00E-05	3.61E-05	2.73E-05	2.25E-05	2.42E-05	1.65E-05	2.15E-05	1.94E-05	1.60E-05	2.62E-05	1.95E-05	1.75E-05	1.53E-05	2.13E-05	1.86E-05	2.17E-05	0.000137452	0.000133607	0.000143988	0.000189044	0.000226997	0.000191546
CL78:14(18:2)	1.40E-05	1.57E-05	1.68E-05	1.43E-05	1.72E-05	4.34E-05	2.37E-05	4.58E-05	3.59E-05	4.74E-05	0.000142328	0.000138262	0.000174481	0.00010651	0.000132209	0.000260524	0.000293461	0.000222679	0.000337802	0.000394932	0.000310075	0.000380144	0.00040359	0.000500579	0.000385358
CL78:13(20:4)	5.13E-06	4.54E-06	4.35E-06	5.57E-06	6.29E-06	5.52E-06	5.26E-06	6.72E-06	4.67E-06	7.21E-06	5.60E-06	6.60E-06	6.23E-06	1.77E-06	4.18E-06	3.47E-06	4.46E-06	3.96E-06	3.77E-06	4.17E-05	3.05E-05	4.61E-05	2.76E-05	4.40E-05	3.65E-05
CL78:13(20:3)	3.49E-06	2.79E-06	5.91E-06	2.39E-06	1.89E-06	3.80E-06	3.10E-06	3.60E-06	5.28E-06	3.88E-06	3.03E-06	3.70E-06	3.29E-06	3.21E-06	2.65E-06	4.62E-06	3.51E-06	3.28E-06	4.05E-06	2.14E-05	1.58E-05	2.00E-05	3.16E-05	3.78E-05	3.38E-05
CL78:13(18:2)	1.81E-05	1.26E-05	2.36E-05	2.47E-05	1.89E-05	2.43E-05	1.73E-05	2.88E-05	2.05E-05	2.89E-05	4.56E-05	4.01E-05	6.33E-05	3.51E-05	4.50E-05	7.54E-05	8.67E-05	7.03E-05	9.50E-05	0.000201286	0.000166398	0.000215685	0.00020474	0.000237696	0.000226963
CL78:12(20:4)	4.93E-06	5.58E-06	9.64E-06	5.57E-06	5.66E-06	5.06E-06	4.33E-06	5.52E-06	6.09E-06	6.84E-06	3.94E-06	4.63E-06	4.84E-06	3.77E-06	4.46E-06	4.88E-06	4.59E-06	4.15E-06	5.03E-06	4.31E-05	3.24E-05	5.58E-05	3.16E-05	5.01E-05	3.78E-05
CL78:12(20:3)	6.37E-06	2.44E-06	1.87E-06	8.49E-06	1.03E-05	5.99E-06	4.64E-06	5.28E-06	5.08E-06	5.55E-06	3.48E-06	7.06E-06	6.92E-06	2.88E-06	5.02E-06	4.62E-06	4.86E-06	5.98E-06	5.31E-06	4.10E-05	3.45E-05	5.94E-05	5.58E-05	8.34E-05	5.81E-05
CL78:12(18:2)	2.94E-05	2.44E-05	2.92E-05	3.56E-05	3.15E-05	3.12E-05	1.95E-05	2.42E-05	2.27E-05	2.50E-05	2.73E-05	2.33E-05	3.63E-05	2.02E-05	2.50E-05	2.74E-05	3.38E-05	2.94E-05	3.62E-05	0.000173727	0.000155298	0.000181847	0.000221675	0.000262402	0.000221513
CL78:11(20:3)	1.11E-05	4.19E-06	3.42E-06	8.76E-06	9.23E-06	7.71E-06	5.57E-06	5.04E-06	4.87E-06	6.84E-06	5.30E-06	5.67E-06	7.78E-06	3.32E-06	4.46E-06	3.60E-06	5.40E-06	8.49E-06	5.17E-06	4.83E-05	4.94E-05	5.78E-05	5.70E-05	7.72E-05	6.99E-05
CL78:11(18:2)	2.75E-05	2.20E-05	3.61E-05	3.00E-05	3.06E-05	2.53E-05	1.39E-05	2.23E-05	2.36E-05	2.09E-05	1.61E-05	1.52E-05	2.09E-05	1.12E-05	1.56E-05	1.89E-05	2.24E-05	1.85E-05	1.68E-05	0.000135038	0.000115641	0.00013929	0.000147951	0.000184922	0.000159785
GM3 d18:1/16:0	0.000654793	0.000989807	0.001023166	0.001233054	0.000603575	0.001539907	0.001385659	0.001626394	0.001421066	0.001644872	0.000632523	0.00082749	0.000601184	0.000530765	0.000573372	0.000400789	0.000487415	0.000605953	0.000618323	0.001610556	0.001247063	0.001663009	0.000253308	0.000323511	0.000238911
GM3 d18:0/16:0	0.000169804	0.00021976	0.000196073	0.0002409	0.000156961	0.000439536	0.000387699	0.000390994	0.000339193	0.000418019	0.000200365	0.000267881	0.000187006	0.000172078	0.000211704	0.000146085	0.000178106	0.000216607	0.000209819	0.000845442	0.000753322	0.001082435	0.000174026	0.000136585	0.000143151
GM3 d18:1/18:1	3.96E-05	3.69E-05	3.48E-05	4.90E-05	3.70E-05	5.71E-05	6.11E-05	6.34E-05	6.11E-05	3.99E-05	1.64E-05	3.20E-05	2.42E-05	1.92E-05	2.47E-05	2.35E-05	2.32E-05	2.89E-05	3.52E-05	2.75E-05	2.92E-05	4.56E-05	1.09E-05	8.22E-06	1.23E-05
GM3 d18:1/18:0	0.000265094	0.000340274	0.000314755	0.00036919	0.000204732	0.000372764	0.000325901	0.000334525	0.000360984	0.000357388	0.000159399	0.000201684	0.000180799	0.000146198	0.000176657	0.000129074	0.000149677	0.000159531	0.000191235	0.000219325	0.000178237	0.000247441	0.000102958	9.24E-05	4.93E-05
GM3 d18:0/18:0	6.23E-05	6.52E-05	0.000117386	0.000105326	6.63E-05	0.000116547	0.000106047	0.000115554	9.80E-05	0.000118055	6.03E-05	7.91E-05	5.38E-05	4.41E-05	5.91E-05	5.87E-05	5.34E-05	6.53E-05	6.91E-05	8.88E-05	8.66E-05	0.000128525	5.47E-05	8.32E-05	3.32E-05
GM3 d18:1/20:1	0.00010188	7.09E-05	0.000112226	0.000114712	5.75E-05	0.000144479	0.000110963	0.000149443	0.000149072	0.000142783	6.70E-05	6.01E-05	5.24E-05	4.70E-05	6.39E-05	5.34E-05	6.56E-05	7.91E-05	8.43E-05	9.94E-05	7.75E-05	7.81E-05	2.00E-05	2.57E-05	2.09E-05
GM3 d18:1/20:0	0.000353781	0.000474987	0.00053279	0.000524604	0.000332465	0.000654556	0.000521199	0.000557857	0.000575426	0.000594368	0.000245066	0.00034173	0.000247741	0.000226257	0.00024196	0.000195965	0.000210024	0.000332157	0.000300138	0.000325878	0.000298083	0.000353156	0.00012118	0.000138639	9.86E-05
GM3 d18:0/20:0	9.24E-05	0.000170137	0.000112226	0.000131397	6.82E-05	0.000219149	0.000164337	0.000177241	0.000182571	0.00018506	8.49E-05	0.000103498	8.42E-05	8.58E-05	8.80E-05	6.04E-05	7.25E-05	0.000107268	0.000101586	0.000167813	0.000149034	0.000145342	5.28E-05	4.52E-05	5.40E-05
GM3 d18:1/22:1	0.000245266	0.000419692	0.000557299	0.000472446	0.000301263	0.00069346	0.000562638	0.000632615	0.000571235	0.000586375	0.000417168	0.000456674	0.000404423	0.000336047	0.000348512	0.000331513	0.0003928	0.000529549	0.000458866	0.000397815	0.000357506	0.000456475	8.29E-05	9.45E-05	7.77E-05
GM3 d18:1/22:0	0.001040733	0.001378371	0.001571564	0.001542849	0.001084344	0.00182805	0.001531034	0.001640165	0.001605292	0.001643906	0.000859766	0.000985061	0.000857978	0.000850698	0.000805087	0.000585643	0.000732324	0.000922392	0.000890014	0.001004474	0.000894366	0.001009145	0.000225049	0.000258803	0.000247438
GM3 d18:0/22:0	0.000202816	0.000351624	0.000336678	0.000370227	0.000244713	0.000413455	0.000340645	0.000366672	0.000393671	0.000347018	0.000229425	0.000253441	0.000207025	0.000207082	0.000230952	0.000197722	0.000171724	0.000223497	0.000246351	0.000403161	0.000320242	0.000450481	0.000100224	0.000113992	9.10E-05
GM3 d18:1/24:1	0.00154114	0.001882139	0.002128076	0.00220908	0.001449289	0.002644064	0.002191674	0.002531257	0.002524676	0.002255939	0.00158898	0.001838425	0.001453465	0.001338007	0.001442936	0.001017209	0.001366527	0.001770566	0.001594646	0.002300415	0.002167284	0.002603225	0.000431014	0.000577231	0.000465521
GM3 d18:1/24:0	0.001175765	0.001655134	0.001999061	0.001760113	0.001399554	0.001983449	0.001675447	0.002119997	0.002148215	0.001890873	0.001322853	0.001372171	0.001050122	0.001118674	0.001043159	0.000780613	0.00098966	0.001170959	0.00121041	0.001853361	0.001633122	0.002094619	0.000338056	0.000422114	0.000353645
GM3 d18:0/24:0	0.000206598	0.000284993	0.000361213	0.000351477	0.000228135	0.000309018	0.00031959	0.000372766	0.000366843	0.000388513	0.000239856	0.000263334	0.000207725	0.000192228	0.000204841	0.000165457	0.000193206	0.000244129	0.00022112	0.000556843	0.000480404	0.00063793	0.000128474	0.000121181	0.000137468
GM3 d18:1/26:1	8.11E-05	0.000123349	0.000148345	0.000141831	0.000104321	9.89E-05	8.57E-05	0.000103391	9.63E-05	0.000117261	5.44E-05	6.24E-05	5.66E-05	6.47E-05	5.64E-05	4.17E-05	5.51E-05	7.91E-05	5.71E-05	6.93E-05	5.44E-05	6.61E-05	2.00E-05	1.64E-05	1.52E-05
LysoPC14:0e	0.000114895	9.59E-05	0.000102747	0.000128529	0.000138012	0.000195914	0.000231579	0.000181987	0.000159985	0.000172819	0.000272708	0.000226561	0.000208941	0.000168859	0.000171148	0.000136329	0.000193942	0.000147888	0.000227934	0.000251431	0.000262983	0.000152447	0.000165519	0.000195375	0.000245792
LysoPC16:1	0.002976056	0.003213584	0.001792168	0.002471423	0.002237727	0.003953359	0.004106973	0.003559517	0.003297575	0.003141095	0.007552011	0.007000205	0.005195395	0.006201505	0.005522197	0.003559937	0.006706617	0.004859325	0.006468514	0.003733759	0.003242771	0.00232161	0.004853741	0.00288621	0.002786488
LysoPC16:0	0.017755194	0.01914301	0.012800737	0.014355059	0.01309858	0.021459092	0.022322971	0.017961385	0.018726325	0.018442345	0.027492506	0.026425266	0.019201615	0.021714101	0.020103255	0.019399594	0.023690228	0.024460697	0.028739951	0.035927955	0.036357967	0.025691657	0.030777198	0.023393095	0.023391561
LysoPC18:3	0.000143422	0.000154009	0.00011253	0.000121737	8.83E-05	0.00016253	8.84E-05	9.86E-05	0.000132454	9.99E-05	0.000110132	0.000114576	7.74E-05	7.66E-05	9.48E-05	7.09E-05	8.04E-05	7.14E-05	0.000103752	0.000139985	0.000143454	0.00010676	0.00016036	0.000117129	6.32E-05
